Tract,probability
V0,0.006870369622528814
V1,0.5568290275530722
V2,0.8644733087277355
V3,0.0
V4,1.0294247506867262
V5,0.5325637610256901
V6,0.38257924736742643
V7,0.7029836553838555
V8,0.3150351694727036
V9,0.5260528948639391
V10,1.0291376887640835
V11,0.9956731657998028
V12,0.0
V13,0.0
V14,0.0
V15,1.027198174030311
V16,0.9961029124457678
V17,1.0293885828998321
V18,0.0
V19,0.0
V20,0.0
V21,0.9453191697885183
V22,1.0293843416749402
V23,0.9799242729015274
V24,1.0292786654375183
V25,0.0
V26,0.0
V27,0.3538382316474052
V28,0.8316853152710774
V29,1.0184038789041823
V30,1.0293977571643218
V31,0.3866315817194941
V32,0.39220823960769957
V33,1.0071197817344828
V34,0.0
V35,1.026377498746481
V36,1.0291591727103386
V37,0.0
V38,1.0031627015646647
V39,0.0
V40,0.0
V41,1.0294552385057862
V42,0.41714739537080686
V43,0.6495771070928821
V44,0.5966902495628735
V45,0.881587782563155
V46,1.0273145918857012
V47,1.028596060722314
V48,1.0012459819998658
V49,1.0293209737611122
V50,0.0
V51,1.0293444265024867
V52,0.3790482753397761
V53,1.0294163036611452
V54,0.9675586514681958
V55,0.3203346888392363
V56,0.6637503183278383
V57,0.9879723560179524
V58,0.6995893827559361
V59,0.0
V60,1.0294232188077461
V61,0.0
V62,0.779990014750876
V63,1.0293881424800948
V64,1.018255735396939
V65,1.0292767394334592
V66,1.0294739351166393
V67,1.0294724690001664
V68,1.0292789386233945
V69,0.8066548276102025
V70,1.0294731633855352
V71,1.029470773260367
V72,0.0
V73,0.4083949922230401
V74,0.4928109484363547
V75,1.0295143134641387
V76,0.30606105039579923
V77,0.0
V78,0.0
V79,0.5162524541899558
V80,0.8522933221894757
V81,1.0275038958032305
V82,1.029472983178713
V83,0.8221836090522102
V84,0.3698581739596495
V85,0.37544553625843546
V86,0.0
V87,0.4178901259340686
V88,1.0294615251223385
V89,1.0293497181356974
V90,0.0
V91,0.38424244040938704
V92,1.0001040750239194
V93,1.0294294786475713
V94,0.0
V95,1.0282863508209197
V96,0.37515760806417303
V97,1.0294873080804592
V98,0.9748077599867813
V99,1.0293427455654736
V100,0.0
V101,1.0294698255528256
V102,1.028801081016811
V103,1.0280871764618036
V104,0.4456130887652428
V105,0.40823396500655457
V106,0.9499432156258579
V107,1.0228069512884361
V108,0.0
V109,1.0265635927369738
V110,1.029312351008422
V111,0.3460890311089969
V112,1.029421475674889
V113,1.0294107982746112
V114,1.029331202939915
V115,0.0
V116,0.8367605119084869
V117,1.029218950397474
V118,1.0294775170627952
V119,1.0016823602082754
V120,1.0294727687427963
V121,1.029477435904325
V122,1.0294749067084537
