Tract,Z_i,time,P_i
V1,287.672138130848,6.25243616104126,0.9801724958272219
V2,292.02834521769665,24.566692352294922,0.9950152067007878
V3,290.98484419269454,11.715593576431274,0.9914597320179759
V4,289.70802372784874,16.671510696411133,0.9871092783734803
V5,291.5577413890625,13.41568660736084,0.993411739183025
V6,286.5453391287632,10.365606307983398,0.9763332036477801
V7,290.90052274762024,14.087878704071045,0.9911724273043278
V8,291.83537626136274,8.79804539680481,0.9943577121489138
V9,291.9379065019029,7.356696128845215,0.9947070588823895
V10,291.78608361110764,11.599844455718994,0.9941897594916268
V11,291.58004680215475,17.27306318283081,0.9934877394260904
V12,285.1970390661727,18.494914531707764,0.971739200745517
V13,291.36734023323453,11.669968128204346,0.992762993783735
V14,291.5501587900086,16.051815509796143,0.9933859033301411
V15,291.83725110572504,7.918423652648926,0.9943641002228156
V16,291.41410420577915,15.100937843322754,0.9929223305898007
V17,289.505822081333,13.152822971343994,0.986420325686531
V18,291.2663980516231,13.090820789337158,0.9924190579728944
V19,291.66119657237334,8.869901180267334,0.9937642374329109
V20,291.50491259405027,13.834278106689453,0.9932317379768076
V21,290.1997834123159,20.59984040260315,0.9887848292989306
V22,290.4949512114647,13.349330186843872,0.9897905414275341
V23,291.1367643360148,15.483229160308838,0.9919773627729463
V24,291.7309058444111,22.308109760284424,0.9940017547385473
V25,290.51941236860125,18.225172758102417,0.9898738868415082
V26,290.3548136624943,7.229922533035278,0.9893130569828258
V27,289.69871202229893,14.896573543548584,0.9870775510128521
V28,291.2096238868071,10.7473886013031,0.9922256138834257
V29,289.90075077274685,8.592707633972168,0.9877659486712665
V30,287.3283618542983,11.667742490768433,0.9790011621931017
V31,288.47541030698915,16.162405490875244,0.9829094494259701
V32,289.009842604831,13.01322627067566,0.9847303968511535
V33,291.21943227069,11.479078769683838,0.9922590335540723
V34,291.0865140748403,10.877314805984497,0.9918061472905176
V35,288.88151177088906,8.868545055389404,0.9842931409020241
V36,291.7837791303294,13.862525463104248,0.9941819075366524
V37,291.81718934635126,17.74875807762146,0.9942957446813862
V38,291.8459562997603,14.358875513076782,0.9943937610437058
V39,284.92095928401653,13.578946828842163,0.9707985263691881
V40,285.77096662992244,9.818903684616089,0.9736947186355698
V41,279.9213118261454,19.65026092529297,0.9537634497055985
V42,288.0448856465032,8.029646158218384,0.9814425418772393
V43,291.7446886137794,14.642194271087646,0.9940487161562881
V44,291.4000259348428,6.583009481430054,0.9928743623226954
V45,284.9944180947326,15.58078122138977,0.9710488193113823
V46,290.37160039898987,14.999046087265015,0.989370253684302
V47,288.1459738647816,13.588017463684082,0.9817869752723274
V48,290.6808189575548,8.349394083023071,0.9904238403412301
V49,291.1219692939612,6.92580509185791,0.9919269522834572
V50,288.98773848442704,11.772931575775146,0.984655082463722
V51,282.8555045617685,10.809223651885986,0.9637609942561437
V52,268.26655206889603,6.658854007720947,0.9140527045713799
V53,289.60084253508114,7.81145167350769,0.9867440846571081
V54,288.4220650782383,18.485363006591797,0.9827276885980188
V55,286.41122614116443,13.845714569091797,0.9758762464233799
V56,289.4159417884905,22.232678413391113,0.9861140805578454
V57,289.42642691283856,11.923736810684204,0.9861498060562135
V58,288.78073815025425,7.320458889007568,0.9839497794215103
V59,288.4043777954563,5.512158393859863,0.9826674235051897
V60,290.0432828955603,18.104902505874634,0.9882515920410463
V61,291.0699308585004,18.24076819419861,0.9917496440342263
V62,289.49879928676506,7.725099802017212,0.9863963972306018
V63,291.2802638690994,13.667181491851807,0.9924663023567638
