Tract index,P_i
1,5.70104191582856e-12
2,0.025600116659798625
3,9.63635445919523e-05
4,1.3135766630959931e-07
5,0.002168150605060752
6,2.6612382068251207e-14
7,8.734124140061534e-07
8,0.008972652621846456
9,0.01564638826394588
10,0.006923594218478917
11,0.0024949053793304186
12,1.0859156217652771e-17
13,0.0007482422288951725
14,0.0020009853249840642
15,0.008795667394520881
16,0.0009714620645968864
17,7.672965836204445e-08
18,0.0004349881983791508
19,0.003578614753643326
20,0.0016372341880867074
21,1.8008842169001014e-06
22,1.014430572467772e-05
23,0.00023331548998315333
24,0.0051306319689526534
25,1.5472051738830356e-05
26,4.361022596142947e-06
27,1.5820867960448264e-07
28,0.00034872800616391505
29,4.409809862929536e-07
30,1.599749100724276e-08
31,5.577182468559914e-10
32,4.789365258412554e-09
33,0.0003417926274787664
34,0.00020681669838053273
35,2.568417567713921e-09
36,0.007498914862412604
37,0.010111090201582327
38,0.009153138622441378
39,1.8039397791462337e-17
40,4.681661058484202e-16
41,1.2059783891237122e-27
42,4.0050229884325315e-11
43,0.005234260414154132
44,0.0008964828997335957
45,7.851615754871954e-18
46,6.137747757766975e-06
47,5.5248903956392683e-11
48,2.221645342725985e-05
49,0.0002685566638985595
50,3.996483980298068e-09
51,1.606855601995532e-22
52,4.290825802366286e-56
53,1.4307410824790433e-07
54,2.4522983982041573e-10
55,1.2165688476742604e-14
56,1.582247797003235e-07
57,3.874482848298454e-08
58,1.462987997279541e-09
59,2.2205450876867825e-10
60,8.560854702774946e-07
61,0.00015926356375063928
62,5.452697907575723e-08
63,0.00047139044969600176
64,2.4382969017214185e-05
65,0.0008786589072015199
66,1.3038625512684467e-14
67,2.7715516867408175e-05
68,7.0663968286267524e-06
69,2.164876765354795e-16
70,1.1886332460996368e-07
71,3.881583659129858e-42
72,7.178722219429299e-20
73,1.948489607951858e-23
74,3.077713996529983e-09
75,0.0003934120902462059
76,1.9692642715414202e-05
77,0.0002528471180277087
78,0.0015109358995948558
79,3.754934378977907e-07
80,0.00020681594956343318
81,1.6752430218817223e-252
82,1.5405462529303933e-87
83,2.312795863482635e-05
84,2.5472139034505552e-11
85,6.756074330421122e-20
86,0.00012767576701900717
87,0.0011874909289067643
88,0.0001154688153317605
89,2.4565937638670563e-05
90,0.00013041667575349443
91,0.0011875613564670876
92,0.021046184483286087
93,6.371951636149951e-101
94,2.1869565810205417e-09
95,4.361072824648358e-06
96,1.7540854746291548e-09
97,2.3437792009243705e-08
98,1.2712202257069271e-09
99,7.975727847486347e-15
100,7.917283276197744e-09
101,1.8600398731217493e-18
102,0.0002969447669633596
103,1.0589903917321731e-08
104,6.718046381108595e-10
105,4.818069448404122e-20
106,9.44942149781316e-19
107,4.1421457185273297e-14
108,1.8580526257382531e-07
109,0.00015926874777534556
110,7.657413796778521e-22
111,4.006214063253237e-06
112,1.025926165299578e-06
113,0.0014226391338551007
114,0.00021985377898365508
115,8.600991585856221e-11
116,2.761691467556666e-15
117,1.4567069363066351e-05
118,5.213075862131249e-13
119,1.768972417681615e-08
120,8.560887452356507e-07
121,9.474189044403132e-14
122,2.0917869823347196e-05
whole GM,854.7316636065866
