Tract index,P_i
1,0.5658491973504979
2,0.5532087287858392
3,0.5568718808149313
4,0.5587763752739848
5,0.5555376397776298
6,0.5672889437753085
7,0.5512372742840042
8,0.5544579315089145
9,0.5514972916755744
10,0.553176992016334
11,0.5549587134072798
12,0.5685865666669401
13,0.5565154443681428
14,0.5547659077881545
15,0.5544800764148679
16,0.5561754329787946
17,0.5629095652357062
18,0.5573802083592211
19,0.5546378299283801
20,0.5555838855683043
21,0.5589626733051551
22,0.5585831434834599
23,0.5560974982823367
24,0.5537988375692888
25,0.5596532369322553
26,0.5601370402480477
27,0.5627516795900477
28,0.5572749572768888
29,0.5604119637202419
30,0.563859654038109
31,0.5663569801709782
32,0.5629418938417426
33,0.557714921385656
34,0.557746596430526
35,0.5633484644884359
36,0.5539530955566156
37,0.5516453725765236
38,0.5532850058062638
39,0.5716430638971249
40,0.5701440076700294
41,0.5750331045787044
42,0.5630354167706131
43,0.5545303255004497
44,0.5566947138614258
45,0.5695102937525597
46,0.5596625110735749
47,0.5654845257359281
48,0.5580883190057259
49,0.5567906717758431
50,0.5609865732312753
51,0.5742946874279327
52,0.580079023446535
53,0.5613468754769992
54,0.5683514866946038
55,0.5692739564006686
56,0.5621388734832158
57,0.5648629925973639
58,0.5646456859685732
59,0.5642380317603337
60,0.561954023174722
61,0.5582314430820019
62,0.5638867235435453
63,0.5571333778801112
64,0.5588573765966902
65,0.5562445493095174
66,0.5697050407454839
67,0.5578054231383972
68,0.5618809071526804
69,0.5737946115587599
70,0.5586333981568712
71,0.5860436523076278
72,0.5681614937042774
73,0.5811224839933335
74,0.5629139250731231
75,0.5574723721243701
76,0.5587107698946279
77,0.5575410413284707
78,0.5558216986171371
79,0.5616724220235771
80,0.5578135483212268
81,0.7255308295765431
82,0.6172863572992335
83,0.5581459117245909
84,0.5623233321160594
85,0.5653282263696172
86,0.5555870758549315
87,0.5562781280795093
88,0.5587296758803796
89,0.5602920360009456
90,0.5545415617236991
91,0.5523517259055697
92,0.5528755065806283
93,0.618482268807671
94,0.5638883933530087
95,0.5609867383648952
96,0.5649967408897378
97,0.5636375870974453
98,0.5639955306353034
99,0.5703833126043039
100,0.5622804029943951
101,0.5721533992029754
102,0.5570725957841771
103,0.5628411525721978
104,0.5634414507593617
105,0.5761009205954545
106,0.5699558950414131
107,0.5681013888820539
108,0.5616147140665031
109,0.5575492448959687
110,0.5666014409706787
111,0.5585613042370273
112,0.5590332901795979
113,0.55604038587608
114,0.5544517045398814
115,0.5632196854379028
116,0.5714822443970977
117,0.5602681030779674
118,0.5678517332624329
119,0.5613835081413637
120,0.5612430013326669
121,0.5702290168433869
122,0.557893474912013
whole GM,85.45942505167609
