Tract,probability
V0,0.04978470162150683
Tract,probability
V0,0.04910337433223223
V1,0.9999918640714303
V2,0.9968537961814384
V3,0.9992214415782129
V4,0.9712412345292395
V5,0.9992384361840391
V6,0.9999555747948196
V7,0.9992683522458469
V8,0.9829999818426637
V9,0.9829724294594702
V10,0.996555647235792
V11,0.9990639228107938
V12,0.9998788667935509
V13,0.9978649289258105
V14,0.9961737788681355
V15,0.9851649115736268
V16,0.9993628853087357
V17,0.999746314585528
V18,0.9994102734922566
V19,0.9828259207878118
V20,0.9968132037121448
V21,0.9993077071556151
V22,0.9999040492280696
V23,0.9997274155975363
V24,0.9968132037396313
V25,0.9996572415823015
V26,0.999533302411627
V27,0.9999476064261578
V28,0.9994573379482959
V29,0.9994795092450721
V30,0.9994678168554131
V31,0.9999790303002252
V32,0.9999677579056266
V33,0.9995319136001234
V34,0.9995495422036709
V35,0.9998956379482373
V36,0.9964495512573149
V37,0.9834838896911631
V38,0.9968617637775096
V39,0.9999993088403947
V40,0.9999803133844781
V41,0.9999818737051507
V42,0.8561705754355543
V43,0.9942241694447418
V44,0.9989842012651564
V45,0.999985394172962
V46,0.999837635391513
V47,0.9999479777288488
V48,0.9993871851937126
V49,0.9991097769123854
V50,0.9999628345777845
V51,0.9999931144590499
V52,0.9998742852228452
V53,0.9995182280847801
V54,0.9999628428196892
V55,0.9998692040613025
V56,0.9449894941342921
V57,0.9999472660642521
V58,0.9997218475076732
V59,0.9996438912799757
V60,0.9996251428901867
V61,0.9995756250269933
V62,0.9999458232290342
V63,0.9993531842543333
V64,0.9857504883184467
V65,0.9993042273859148
V66,0.9999675831521464
V67,0.9994187799038107
V68,0.9998840111237265
V69,0.9999730610208856
V70,0.9993112658303371
V71,0.9999813888732199
V72,0.9998371742390331
V73,0.9999881613629316
V74,0.999898971833811
V75,0.9994611400526414
V76,0.9606559175696746
V77,0.9994786720386152
V78,0.9991589170224309
V79,0.9995963029298994
V80,0.9890620216206655
V81,0.9972780346812645
V82,0.9999817032950519
V83,0.9993849775535889
V84,0.9999509101351953
V85,0.999873834044599
V86,0.9968290563593379
V87,0.9991525646853693
V88,0.9995655163378269
V89,0.9993371365296159
V90,0.9584701578202034
V91,0.999201744719244
V92,0.996127394067721
V93,0.9996106550424871
V94,0.9999132712571609
V95,0.999660778764796
V96,0.9999557754506461
V97,0.9971159280850989
V98,0.9999621949407396
V99,0.9997946160227642
V100,0.9991190611542867
V101,0.9999805920512929
V102,0.9994299916989702
V103,0.9973257240024276
V104,0.9999434131609262
V105,1.0000473934616554
V106,1.0000127067372415
V107,0.99994373035839
V108,0.9998603008497311
V109,0.9997861451602257
V110,0.9999807304167007
V111,0.999860319850714
V112,0.9727357955274546
V113,0.9991857338914784
V114,0.9996031115213864
V115,0.9999749935848009
V116,0.9999718101630953
V117,0.999905443046165
V118,0.9999794169124755
V119,0.9998652820511214
V120,0.9998648642966066
V121,1.0000103050411369
V122,0.9987913825139334
