size,alg,BE,BE time,approx Z,alg time,error
22,MBR,118.6057556321736,1.009748935699463,108.18196503545536,0.02029895782470703,10.423790596718234
22,GBR,118.6057556321736,1.009748935699463,116.47882471676061,0.3354630470275879,2.1269309154129843
