Tract,probability
V0,0.049781592669618985
V1,1.012680960013674
V2,1.0096667592448103
V3,1.0120194274343013
V4,0.8165601736924518
V5,1.0120725168107387
V6,1.0125899546933967
V7,1.0121922438255504
V8,1.0117943774921048
V9,0.9946830655548624
V10,1.0098312505160405
V11,1.0119447492737386
V12,1.0127681001484545
V13,1.011735343391922
V14,1.0118616536753287
V15,0.8450840626418434
V16,1.0117779132714972
V17,1.0125329416821416
V18,0.6724881996006402
V19,1.0118759855495025
V20,1.0118252252789777
V21,1.0121666889796443
V22,1.012684089906657
V23,1.0126907333643413
V24,1.009822224603963
V25,1.0124440840752054
V26,0.981512763802659
V27,1.0127016242498144
V28,1.0123035799457392
V29,1.0122875867576135
V30,1.0121639784828134
V31,1.0127476575946965
V32,1.0127390896505168
V33,1.0123797463223079
V34,1.0123510942579061
V35,1.012471951633361
V36,1.0095839145755576
V37,0.9969108506328451
V38,1.0097697542477757
V39,1.012749760006223
V40,1.0125978111437592
V41,1.0127770276752417
V42,1.0127469275288579
V43,1.0118843963580095
V44,1.0119391169454983
V45,1.0104867554423216
V46,1.012637866790881
V47,1.0125686923718682
V48,1.0122420622973793
V49,1.0121565905745076
V50,0.9531227826916355
V51,1.0098629803250918
V52,1.0125434648687586
V53,1.01264919721573
V54,1.0127485385718884
V55,1.0126959712740689
V56,1.012051094654866
V57,1.0126644271970828
V58,1.012397508750084
V59,1.0125106788992677
V60,1.012484776861323
V61,1.0119623529585882
V62,1.0124340237607354
V63,1.0121593186450633
V64,1.0125036564962977
V65,1.0035250801653097
V66,1.0127485809019068
V67,1.001743408823945
V68,0.9820299976927939
V69,1.0127500871324588
V70,1.0125954746216865
V71,1.0127494579339669
V72,1.0127306372309102
V73,1.0127403099945036
V74,1.012550672067233
V75,1.012228126488474
V76,1.0122204716343852
V77,1.012163712657901
V78,1.011954129067705
V79,1.0127335206071726
V80,1.0012554076159332
V81,1.0103771371207917
V82,1.0127501263654093
V83,1.0120065939804406
V84,1.0127245031301055
V85,1.0127281352786557
V86,1.0118440281078132
V87,1.012063349700584
V88,1.0124590711814787
V89,1.0124332792667883
V90,1.011887135828944
V91,1.011788057277738
V92,1.0098180680671336
V93,1.0127574699491737
V94,1.0124921718133724
V95,1.0123248448952749
V96,1.0126323248336984
V97,1.012505413136677
V98,1.012764878472543
V99,1.012749898073639
V100,1.012779768321141
V101,1.0127353143313793
V102,1.0121944657356865
V103,1.0122216393647026
V104,1.0124000282772156
V105,1.0127299711329245
V106,1.012667519309953
V107,1.0127074963682932
V108,1.0126554811388802
V109,1.0126130251286205
V110,1.0127501709648834
V111,1.0126372011949962
V112,1.0122334734222929
V113,1.0120140281443302
V114,0.9814354865226177
V115,1.012749953826111
V116,1.012727988455379
V117,1.0124509106813684
V118,1.0127115399685533
V119,1.0126756946022373
V120,1.0127286876476804
V121,1.012749920964901
V122,1.0120645765376148
