Tract,Z_i,time
V0,312.2515577159824,9.53867793083191
V1,310.87616149213915,8.381087064743042
V2,311.05177133252874,5.572508335113525
V3,312.1234590988436,10.036257028579712
V4,312.2732942535344,9.246115922927856
V5,312.17769767879895,3.960258722305298
V6,308.49333411652293,4.458729028701782
V7,312.2449795157489,7.8459107875823975
V8,285.63839957184746,7.950255870819092
V9,311.59998352517005,7.078356981277466
V10,312.10497363355137,5.301926136016846
V11,312.11607724009764,8.032041311264038
V12,312.23916893739676,7.051591873168945
V13,232.080749574575,8.67253303527832
V14,312.12576183269124,9.483871936798096
V15,312.1118464038041,4.2231128215789795
V16,311.6698355980321,7.22996711730957
V17,312.2622878306123,7.124888896942139
V18,312.20468999735857,4.543182134628296
V19,311.9883885639115,7.37720799446106
V20,202.37381878935923,6.717537879943848
V21,302.4221209913574,4.871182918548584
V22,312.246145520403,5.788131952285767
V23,286.3189136525151,4.256986141204834
V24,283.1652112531556,7.638767719268799
V25,312.28327522530014,10.457787990570068
V26,309.50370044554256,8.195426940917969
V27,312.2120277389215,12.57331919670105
V28,312.19078226496515,9.033122062683105
V29,312.2763139711922,8.077951908111572
V30,290.27078272102733,7.762253046035767
V31,312.2822563123583,4.747509002685547
V32,310.09520946009417,6.127953052520752
V33,312.22771968424615,4.715784072875977
V34,300.06364005579417,6.088970899581909
V35,263.4069778256443,8.098769903182983
V36,311.5590463834416,9.199716091156006
V37,183.712058306693,6.8354809284210205
V38,311.59908037235107,5.228988885879517
V39,312.25360099869954,7.3004679679870605
V40,275.5571893694638,4.366346836090088
V41,312.2887984537793,3.7878928184509277
V42,312.2490229645434,8.800331115722656
V43,247.98003631962408,10.47759485244751
V44,312.18786628981945,8.689177989959717
V45,312.2881134467902,4.789296865463257
V46,312.27630393007854,7.530801057815552
V47,312.28873788880753,5.594989061355591
V48,302.3934388331737,6.986009120941162
V49,312.24862091873365,6.3766770362854
V50,297.60862948775616,4.189122915267944
V51,312.2686853710409,8.664423942565918
V52,312.2433864501372,6.585628271102905
V53,170.6694983360816,5.81837010383606
V54,312.28870501039324,8.982033967971802
V55,312.2913124541792,4.504389762878418
V56,309.82968991834804,4.253684043884277
V57,290.5705969353099,8.526502847671509
V58,312.2823776120805,4.878744125366211
V59,312.28577985489176,5.07452392578125
V60,312.2703466361695,4.537128925323486
V61,312.23656518745486,4.821296215057373
V62,263.1601225363424,8.716872930526733
V63,303.87971028485015,6.8419349193573
V64,312.24101064967147,3.6340298652648926
V65,303.98975621746797,4.295458793640137
V66,312.26492041480367,7.61910605430603
V67,174.67522510288507,6.623883008956909
V68,252.58627729808046,8.450306177139282
V69,312.2494475053463,9.251430034637451
V70,312.28435827889507,3.878223180770874
V71,312.273985765591,6.92175817489624
V72,312.2887893529864,3.568324089050293
V73,312.28887296135764,5.814146041870117
V74,312.2284812007189,6.092814207077026
V75,303.7462117747212,4.790864944458008
V76,267.65430892448916,6.258613109588623
V77,312.2170944004386,6.492415904998779
V78,312.1459632763821,6.807662010192871
V79,312.2753361939065,4.836071968078613
V80,312.24111040793775,6.8623669147491455
V81,308.5557591827206,2.4793200492858887
V82,312.288796407155,4.864403009414673
V83,312.1636461790989,9.999460935592651
V84,312.27813079732357,5.439558029174805
V85,311.64503147791794,8.861402034759521
V86,312.0976680470767,9.99037790298462
V87,312.13592035639294,6.483954906463623
V88,312.2223782509786,4.994256258010864
V89,251.10562097158376,7.6560609340667725
V90,304.33868613090596,5.02263879776001
V91,312.15636477914336,4.78952693939209
V92,293.3550193778313,6.49693489074707
V93,312.2887984744149,3.3039560317993164
V94,312.24653558645747,6.4175190925598145
V95,312.21860059058264,4.749547958374023
V96,299.9515340714494,5.630600929260254
V97,312.29060689069905,5.663838863372803
V98,312.2295122377488,7.087692022323608
V99,301.69663710128526,8.496315240859985
V100,312.2583361822989,9.744185209274292
V101,312.28322268540194,8.55350399017334
V102,297.6948090732033,3.954930067062378
V103,201.37748307146612,6.176329135894775
V104,306.46982012118747,7.6479339599609375
V105,312.2886117464967,4.611180067062378
V106,305.4177699808608,6.5992350578308105
V107,312.28579709524496,8.287421941757202
V108,312.26532246331067,5.1851091384887695
V109,312.2707107873889,4.9203362464904785
V110,312.2523106832433,5.451305389404297
V111,312.2398394536567,9.289592981338501
V112,289.3485745620322,6.375767946243286
V113,295.2850668363965,5.931378126144409
V114,312.21395535800053,8.116559982299805
V115,312.2887312506176,4.129392862319946
V116,312.2882289572279,4.803819894790649
V117,300.94628213968736,4.066050052642822
V118,312.2851855734351,5.801748037338257
V119,312.24935796371386,6.555531024932861
V120,312.27283183348834,6.538084983825684
V121,312.2921869867408,6.453545331954956
V122,312.28254416236837,4.1117517948150635
