size,alg,BE,BE time,approx Z,alg time,error
26,MBR,160.72305471115735,20.38692593574524,150.2422452914031,0.02584099769592285,10.480809419754252
26,GBR,160.72305471115735,20.38692593574524,160.59587706746402,0.6584861278533936,0.1271776436933294
