size,alg,BE,BE time,approx Z,alg time,error
200,MBR,193.96521471078313,10.669118881225586,189.16698580812113,0.1213531494140625,4.798228902662004
200,GBR,193.96521471078313,10.669118881225586,190.8026063905228,7.030989646911621,3.1626083202603184
