Tract,Z_i,time,P_i
V66,30.375188961423518,3.376508951187134,0.9839226265696652
V67,30.294352238045047,3.4818787574768066,0.9813041381286273
V68,30.30959092021513,4.01554799079895,0.9817977542903338
V69,29.960826000429137,3.5216217041015625,0.9705004518647588
V70,30.645144649142846,3.439383029937744,0.9926671156872656
V71,30.763121308060004,3.843906879425049,0.9964886525429903
V72,30.786339857347276,3.5968170166015625,0.9972407550576079
V73,30.112582318510125,4.090842962265015,0.9754161900112578
V74,30.64044482700798,3.2751266956329346,0.9925148775778921
V75,30.565998166329276,3.411005973815918,0.9901033780475564
V76,30.580435053569563,3.7657880783081055,0.9905710222169801
V77,30.374984338674018,3.830379009246826,0.983915998365528
V78,30.55550588707063,3.9317808151245117,0.9897635088543152
V79,30.62012811008794,3.363065719604492,0.9918567721254248
V80,30.40804975363424,3.6953840255737305,0.9849870636345407
V82,30.51905306491094,3.7985482215881348,0.9885827176312287
V83,30.39143289136066,3.74554705619812,0.9844488050316286
V84,30.54739162305206,3.393129825592041,0.989500669074916
V85,30.583273796981903,3.7067511081695557,0.9906629756819603
V86,30.515128797511807,3.893488883972168,0.9884556015335604
V87,30.71074566078431,3.894178867340088,0.9947920841857947
V88,30.537835816942497,3.743906021118164,0.9891911344129835
V89,30.375435610693945,3.3859798908233643,0.9839306161100203
V90,30.475130369794467,3.2937307357788086,0.9871599599456748
V91,30.549434186627185,3.1658120155334473,0.9895668324334492
V92,30.658587432175764,3.8347902297973633,0.9931025585221053
V93,30.686969681641195,3.7634451389312744,0.9940219252288425
V94,30.516604824814237,3.6061489582061768,0.9885034134718546
V95,30.40392297768675,2.645400047302246,0.9848533878166
whole GM,30.871521948146647,1.9958150386810303,N/A
