0,0.033875789,0.000332116,0.016937894,0.006642312,0.009631352,0.016605779,0.048156759,0.013948854,0.000332116,0.020591166,0.003653271,0.019262703,0.003653271,0.003321156,0.000664231,0.006642312,0.02025905,0.007638658,0.03454002,0.001328462,0.003985387,0.016273663,0,0.014613085,0.006310196,0.001992693,0,0,0.002324809,0.000332116,0.008967121,0.001328462,0.004649618,0.000664231,0.001992693,0.001992693,0.016937894,0.00597808,0.022583859,0.000996347,0.033211558,0.022583859,0.00298904,0.007306543,0.027897708,0,0.007638658,0.000996347,0.001660578,0.014945201,0.014613085,0.066755231,0.000332116,0.001328462,0.007970774,0.011956161,0.000664231,0,0.014613085,0.002656925,0.001660578,0.000664231,0.004981734,0.000664231,0.007306543,0.018930588,0.001660578,0,0.009631352,0.004981734,0.026569246,0.031218864,0.004981734,0.007638658,0.002656925,0.000664231,0.007970774,0.000664231,0,0,0.062105613,0.033875789,0.013284623,0.007970774,0.00298904,0.000996347,0.00597808,0.004317502,0.002324809,0.004317502,0.006642312,0.004981734,0.040185985,0,0.000332116,0.000332116,0.000332116,0.000664231,0,0,0.006974427,0.006642312,0.001992693,0.000332116,0.003985387,0,0.001328462,0.000664231,0.000332116,0.007638658,0,0,0,0.001660578,0,0.000664231,0.003321156,0.009299236,0.004317502,0.001328462,0.004981734,0
0.033875789,0,0.00209205,0.016474895,0.010460251,0.002353556,0.029027197,0.006537657,0.003661088,0,0.009675732,0,0.045502092,0.004445607,0,0,0.0041841,0.013859833,0,0.010721757,0,0.001830544,0,0,0.000261506,0.02458159,0.008368201,0.001307531,0,0,0,0.009414226,0,0,0,0.001046025,0.004707113,0,0.001307531,0.000784519,0.006276151,0.031380753,0.004445607,0,0.001830544,0.027196653,0.001307531,0.006276151,0.002876569,0.006276151,0.003922594,0.012290795,0.049686192,0.010198745,0,0.001046025,0.01333682,0.004445607,0.010460251,0.006537657,0.007583682,0,0.005230126,0.004968619,0.001307531,0.014905858,0.004968619,0.007060669,0,0.0041841,0.020135983,0.025366109,0.026935146,0.005230126,0.004445607,0.0041841,0.001046025,0,0,0.001307531,0.008368201,0.10251046,0.029288703,0.023797071,0.008891213,0.075575314,0.011506276,0.007060669,0.000523013,0,0.010721757,0.005753138,0.013598326,0.066161088,0,0.000261506,0,0,0.003399582,0,0,0.005491632,0,0,0,0,0.002615063,0,0.010198745,0,0.016997908,0.014644351,0,0,0.000523013,0,0,0,0.00209205,0,0.00209205,0,0
0.000332116,0.00209205,0,0.025619835,0.00661157,0.00661157,0.012396694,0.004132231,0,0.00661157,0,0,0.011570248,0.021487603,0,0,0,0.029752066,0,0.009090909,0.007438017,0,0,0,0,0,0.001652893,0,0.000826446,0,0.000826446,0.011570248,0.014876033,0,0.007438017,0.018181818,0,0,0.001652893,0.016528926,0.008264463,0.012396694,0.014876033,0,0.004958678,0.032231405,0.008264463,0.026446281,0.020661157,0.003305785,0.015702479,0.019834711,0.020661157,0.014049587,0,0.003305785,0,0.031404959,0.004132231,0.000826446,0.005785124,0,0,0.003305785,0,0.019834711,0.004132231,0.004958678,0,0.015702479,0.030578512,0.012396694,0.037190083,0,0.014876033,0,0,0,0.027272727,0.009090909,0,0.089256198,0.028099174,0,0.027272727,0.010743802,0.003305785,0,0,0.003305785,0.004132231,0,0.023140496,0.068595041,0,0,0,0,0,0,0.003305785,0.010743802,0,0,0,0,0,0,0,0.004958678,0.046280992,0.009917355,0,0,0.018181818,0,0,0,0,0,0,0,0
0.016937894,0.016474895,0.025619835,0,0.05311973,0.001686341,0.031618887,0.016020236,0.015598651,0.002951096,0,0,0.024030354,0.01391231,0.008010118,0,0.011804384,0.021500843,0,0.007166948,0,0,0,0,0.001264755,0.008010118,0.002951096,0.002107926,0.006323777,0.01222597,0,0,0,0.00084317,0.01222597,0.017284992,0,0,0.010118044,0.032040472,0,0.016441821,0.002107926,0,0,0.010961214,0.010539629,0.015177066,0,0,0.005480607,0.021079258,0.004215852,0,0,0,0,0.011382799,0.003372681,0.022765599,0,0,0.015598651,0,0,0.01222597,0,0,0,0.011804384,0.024030354,0.035834739,0.013490725,0.012647555,0.010961214,0,0.004215852,0.000421585,0,0.015598651,0,0.092748735,0.05227656,0.030354132,0.024451939,0.025716695,0.009696459,0,0,0,0,0,0.010118044,0.044266442,0,0.005902192,0,0,0,0.00084317,0,0,0,0,0,0.002951096,0,0,0,0,0.020657673,0,0,0,0.009696459,0.004637437,0,0.001264755,0,0,0,0,0.010118044
0.006642312,0.010460251,0.00661157,0.05311973,0,0.002742947,0.062304075,0.00822884,0,0.001567398,0,0,0.054467085,0.011755486,0,0,0,0.025470219,0,0.020376176,0.006661442,0,0.009012539,0,0,0.017633229,0.014890282,0,0.007053292,0.009796238,0.004702194,0.004702194,0.015673981,0,0,0.009796238,0,0.009404389,0,0.003526646,0.004702194,0.007053292,0,0,0,0.003918495,0.012539185,0.027821317,0.00862069,0.004702194,0.011755486,0.009404389,0.030172414,0,0.000783699,0.019592476,0.003918495,0.006661442,0.006269592,0,0.005877743,0.005485893,0.001567398,0.002351097,0.003526646,0.010188088,0.021159875,0.003134796,0,0.003918495,0.010579937,0.05838558,0.028213166,0,0,0,0,0,0.006661442,0.018025078,0.003134796,0.088557994,0.041144201,0,0,0.030172414,0.006269592,0.005094044,0,0,0,0.013714734,0,0.030956113,0,0.015673981,0,0,0,0,0.010188088,0,0,0.001175549,0,0.004310345,0,0.005094044,0.005877743,0.004310345,0.018025078,0,0,0,0.001959248,0,0.001567398,0,0,0,0,0,0
0.009631352,0.002353556,0.00661157,0.001686341,0.002742947,0,0.023291925,0.010869565,0,0,0,0,0.010093168,0,0.00310559,0,0.001552795,0.007763975,0,0.026397516,0,0,0,0,0,0,0.036490683,0,0,0.001552795,0,0.01552795,0.00931677,0.014751553,0,0.017857143,0,0,0,0.010093168,0.010869565,0.008540373,0,0,0,0.065217391,0,0.013975155,0.010869565,0,0.006987578,0,0.006987578,0.031055901,0,0,0.00621118,0.014751553,0,0.001552795,0.016304348,0.010869565,0,0,0,0.040372671,0.01242236,0,0,0.024068323,0.038043478,0.043478261,0.024068323,0,0.019409938,0.002329193,0,0,0,0.031832298,0,0.179347826,0.027173913,0.006987578,0.011645963,0,0,0,0,0,0,0,0,0.031055901,0,0,0,0,0,0,0.006987578,0,0.002329193,0,0.005434783,0.00931677,0.014751553,0,0,0,0.011645963,0,0,0.020186335,0,0,0,0,0,0,0,0,0
0.016605779,0.029027197,0.012396694,0.031618887,0.062304075,0.023291925,0,0.018223712,0.002513615,0,0.002513615,0.000418936,0.059907834,0.022413071,0.021365731,0.00209468,0.006284039,0.005027231,0.003560955,0.019689987,0.009007122,0.000418936,0.005236699,0.001675744,0,0.003142019,0.010473398,0.008378718,0.012777545,0.006284039,0,0.012568077,0.003351487,0.00209468,0.000837872,0.004189359,0,0.001675744,0.006493506,0.013405949,0.011101801,0.017176372,0.006284039,0.000837872,0.012777545,0.012987013,0.005655635,0.001466276,0.003351487,0.00209468,0.001675744,0.012358609,0.025345622,0.005655635,0.000418936,0.004817763,0.001885212,0.018223712,0.001675744,0.000628404,0.002932551,0,0,0.010473398,0,0.017176372,0.014243821,0,0.002932551,0.015081693,0.005446167,0.032048597,0.018852116,0.002932551,0.00209468,0.004817763,0.004817763,0.000628404,0.006912442,0.013405949,0.00921659,0.073523251,0.032048597,0.010682866,0.006702974,0.040846251,0.013196481,0.004817763,0.002723083,0,0.001256808,0.012987013,0.006284039,0.030791789,0.000837872,0.001675744,0.002723083,0,0.00104734,0.001885212,0.005655635,0.005027231,0.000628404,0,0.011101801,0,0.005027231,0.007331378,0,0,0.019689987,0.006912442,0.00209468,0,0.007750314,0.003979891,0.002932551,0,0.004608295,0,0,0.004608295,0
0.048156759,0.006537657,0.004132231,0.016020236,0.00822884,0.010869565,0.018223712,0,0.008849558,0.009692373,0.022334598,0.009270965,0.036241045,0.005899705,0.002107038,0,0.002528445,0.0337126,0,0.027391488,0,0.007585335,0,0.00337126,0,0.005899705,0,0.005899705,0.001264223,0,0,0,0,0,0,0.004635483,0.000421408,0.014327855,0,0.00168563,0.022756005,0.016434893,0.009692373,0,0,0.008006743,0,0.007163928,0.013906448,0,0,0.021491783,0.064475348,0.00337126,0,0,0,0,0.001264223,0,0.00337126,0,0,0,0,0.010535188,0.021491783,0,0,0.009692373,0.012642225,0.045933418,0.02359882,0.001264223,0.007585335,0,0,0,0.000842815,0.014749263,0,0.10619469,0.064896755,0.011378003,0.000842815,0.014327855,0,0.000421408,0.007585335,0,0,0.00842815,0.002107038,0.036662453,0,0.022334598,0.00337126,0,0,0,0.00842815,0.00337126,0,0,0,0.005478298,0,0,0,0,0.0168563,0,0.002107038,0,0,0.008849558,0.005478298,0,0.000842815,0.00337126,0,0,0.002107038
0.013948854,0.003661088,0,0.015598651,0,0,0.002513615,0.008849558,0,0.003021148,0.006042296,0.001510574,0.012084592,0.01510574,0.009818731,0,0,0.006042296,0.003776435,0.032477341,0.003021148,0.018126888,0,0,0,0.009063444,0,0,0,0.003776435,0.003021148,0.003021148,0,0,0.011329305,0,0.002265861,0.000755287,0.024169184,0.026435045,0,0.047583082,0,0,0,0.018882175,0,0.026435045,0,0,0.009818731,0.012084592,0.049093656,0.011329305,0,0.005287009,0.006042296,0.005287009,0.006042296,0,0.000755287,0.005287009,0,0,0,0.004531722,0.026435045,0.010574018,0,0,0.012839879,0.044561934,0.016616314,0,0,0,0,0.003021148,0,0.038519637,0,0.126888218,0.045317221,0,0.003776435,0.033987915,0,0.009818731,0,0.008308157,0,0,0.006797583,0.057401813,0,0.005287009,0,0,0,0,0.002265861,0.003021148,0,0,0,0,0,0,0,0.004531722,0.025679758,0,0.004531722,0,0.00755287,0.000755287,0,0,0,0,0,0.003021148,0
0.000332116,0,0.00661157,0.002951096,0.001567398,0,0,0.009692373,0.003021148,0,0.010817308,0,0,0,0,0,0,0,0,0,0.008413462,0.014423077,0,0,0,0,0,0,0,0,0,0.016826923,0,0,0,0.001201923,0,0,0,0.085336538,0.014423077,0.086538462,0,0,0,0.030048077,0,0,0,0,0,0.022836538,0.173076923,0,0,0,0.004807692,0.006009615,0.009615385,0.010817308,0.036057692,0,0,0,0,0.008413462,0.008413462,0,0,0,0.006009615,0.033653846,0.016826923,0,0.009615385,0,0,0,0,0.012019231,0,0.078125,0.058894231,0.013221154,0.020432692,0.025240385,0.019230769,0.008413462,0,0.008413462,0,0,0,0.061298077,0,0,0,0,0,0,0,0.008413462,0,0,0,0,0,0,0,0,0.015625,0,0,0,0,0,0,0,0,0,0,0,0
