Tract,Z_i,time,P_i
V66,20.182295976148914,4.635954141616821,0.9657506155616419
V67,20.193439521878506,4.409181118011475,0.9662838495485288
V68,20.19523466886229,4.839347839355469,0.9663697498002475
V69,20.184931189376613,4.101948022842407,0.9658767141383248
V70,20.1851833185717,4.413938999176025,0.9658887788670178
V71,20.176063483598774,4.31003999710083,0.9654523822226851
V72,20.183844148904644,4.3964691162109375,0.9658246977569287
V73,20.178976715844357,4.186103820800781,0.9655917843916836
V74,20.181264201891523,4.55492901802063,0.9657012437446111
V75,20.19229671494282,4.325754880905151,0.9662291646651582
V76,20.188684140062726,4.212646007537842,0.9660562979894174
V77,20.189054759959603,3.898391008377075,0.9660740326611302
V78,20.188678367493065,6.437300205230713,0.9660560217640211
V79,20.185097920300038,7.271894931793213,0.9658846924422859
V80,20.1876478018183,6.244704008102417,0.966006707779331
V82,20.170040002901114,6.24403977394104,0.9651641503882861
V83,20.189054083324194,5.170027017593384,0.9660740002831955
V84,20.182262129650383,5.39438009262085,0.9657489959601441
V85,20.183611382742143,5.208045959472656,0.9658135595759714
V86,20.19001002707179,5.638021945953369,0.9661197435060563
V87,20.187799859885757,3.868907928466797,0.966013983966957
V88,20.19298598504561,4.367631196975708,0.9662621471874066
V89,20.19151200950539,4.518676996231079,0.9661916154309121
V90,20.191521679853487,4.187682867050171,0.9661920781703663
V91,20.19363215668799,4.4807679653167725,0.9662930673890587
V92,20.189746107091363,3.8560950756073,0.966107114572071
V93,20.173914804567996,3.990687847137451,0.9653495649763683
V94,20.187951634384994,4.4721667766571045,0.9660212465854539
V95,20.187727130030286,2.9569950103759766,0.9660105037433603
V96,20.19605247829668,2.8163199424743652,0.96640888310627
whole GM,20.898041016946905,3.047189950942993,N/A
