size,alg,BE,BE time,approx Z,alg time,error
100,MBR,96.50758426419016,0.07960319519042969,94.37329111668731,0.05128979682922363,2.134293147502845
100,GBR,96.50758426419016,0.07960319519042969,95.70837058745335,0.9764420986175537,0.7992136767368123
