size,alg,BE,BE time,approx Z,alg time,error
20,MBR,18.08782989218636,0.016870975494384766,18.087829892186356,0.006359100341796875,3.552713678800501e-15
20,GBR,18.08782989218636,0.016870975494384766,18.08782989218636,0.0058858394622802734,0.0
