Tract,probability
V0,0.006714493022736542
V1,1.0109804324757976
V2,0.9756227408478391
V3,1.0104587768708853
V4,1.0109731474692965
V5,0.7473052933344676
V6,1.0108682170126315
V7,1.0109690976636727
V8,1.0104963957459867
V9,0.9652769847402481
V10,1.0103756225988754
V11,1.0106121456417225
V12,1.010997054482785
V13,1.0106102623655806
V14,1.006967531971421
V15,1.0105027363344308
V16,0.9667236633692262
V17,1.0109425235752683
V18,0.9731256883090962
V19,1.007963244528194
V20,1.010525602116045
V21,0.4556480671971972
V22,1.0109854742977638
V23,0.8955841176018771
V24,1.0090034810674369
V25,0.9721070652800806
V26,1.0108897880116914
V27,1.010952315906594
V28,1.010713510760307
V29,1.0109445765959493
V30,1.0109787672930286
V31,1.0109790322133514
V32,1.0108905808119943
V33,0.9904771104747921
V34,0.5173488286102935
V35,1.0109215492669539
V36,1.009001846839546
V37,0.9978461614672871
V38,0.9978297005121248
V39,1.0109035094464232
V40,0.5014788686634913
V41,1.010880973869743
V42,1.0109739651620948
V43,1.0105404249908736
V44,0.9392233367759143
V45,1.0109172432555824
V46,0.9959149270383645
V47,1.0109808854603164
V48,0.8911866209260623
V49,1.0109376303059339
V50,1.0109592009246575
V51,1.010957741374079
V52,0.5275801877884005
V53,1.0109703581358864
V54,0.9958735012055728
V55,0.9657823137234067
V56,0.9793782078049443
V57,0.0
V58,1.0109803611667245
V59,1.0109055939424751
V60,0.9505734040113798
V61,1.010900561019914
V62,1.0108701563203657
V63,0.9921685697353166
V64,1.0107859089965414
V65,0.9562825625892014
V66,1.010978394960043
V67,0.9915765358442759
V68,1.010992125485067
V69,1.0108869327060683
V70,1.0109708926113354
V71,1.010980084949282
V72,1.0108971963132405
V73,1.0109806585854018
V74,1.0109003689078102
V75,1.0108157808258653
V76,1.0107949133184633
V77,0.9910702765938658
V78,0.9880926845573754
V79,1.0108565948475206
V80,1.0077183762752773
V81,1.0082368446925045
V82,1.010913029210391
V83,0.0
V84,1.0108667072957847
V85,0.6573493537114022
V86,1.010561753614019
V87,1.0106895252471386
V88,1.0108964359136747
V89,0.4889764022705881
V90,0.9905733720511347
V91,1.0085757223325804
V92,0.9686483109958192
V93,1.0109790870406026
V94,0.46932044676188145
V95,1.0109391769864573
V96,1.0109774405503391
V97,1.0109789109793
V98,0.9533491799092416
V99,0.5470373365416781
V100,0.8445990147948322
V101,1.0108227407199306
V102,0.9654558312921359
V103,0.9843107396863366
V104,0.0
V105,1.010988169621531
V106,0.8805728143318163
V107,1.010926601710887
V108,0.9709178797543263
V109,1.0109469252745469
V110,1.0109808257343031
V111,1.0109326696919163
V112,0.4375407365313557
V113,0.8544821384680693
V114,1.0108173699108787
V115,1.0110033688650673
V116,1.0107415886913997
V117,1.0109695397314973
V118,1.010953384750022
V119,0.7590343860098521
V120,1.0109766795665565
V121,0.7128885067060856
V122,0.6819387716253394
