Tract,probability
V0,0.9256414074972323
V1,1.0246205787996592
V2,1.0191716561643909
V3,1.019383319651485
V4,1.0221449993070444
V5,1.022407215273375
V6,1.0239280830536033
V7,1.0222488142976218
V8,1.018482316958863
V9,1.0069655612573984
V10,1.0166731280365806
V11,1.0220901920935224
V12,1.0220775772591402
V13,1.0206844335827032
V14,1.018031257706385
V15,1.016358774370979
V16,1.0180143444856726
V17,1.0227115352253113
V18,1.0187236998257858
V19,1.0216858325631233
V20,1.006057973132799
V21,1.022226552365191
V22,1.0237845675718777
V23,1.0237374146966063
V24,1.0181217604827666
V25,1.0220331460758378
V26,1.021707586542432
V27,1.023203520342307
V28,1.0219973773126858
V29,1.0223463644185686
V30,1.0226792337629802
V31,1.024450749357141
V32,1.0241873486764566
V33,1.0232390403687106
V34,1.0188773522261576
V35,1.022004360336507
V36,1.003414575920457
V37,1.0185492219740677
V38,0.9816650103374785
V39,1.0242988261281514
V40,1.0236489142933323
V41,1.0250293153342496
V42,1.0229253343913782
V43,0.9954520950080502
V44,1.0220137858698495
V45,1.023945850951471
V46,1.0237186815522619
V47,1.0240684067476926
V48,1.02227380517247
V49,1.0209102260110923
V50,1.0210984075314118
V51,1.025226416927436
V52,1.0248276621797692
V53,1.0226769849283965
V54,1.0209558653841742
V55,1.0212735351533007
V56,1.0230189746593061
V57,1.0152107632058376
V58,1.0226712361830195
V59,1.0226493053582222
V60,1.0227959517112761
V61,1.0214649898872077
V62,1.0239775512216982
V63,1.0222367370024605
V64,1.0224518198396522
V65,1.018556082818455
V66,1.023709857289251
V67,1.0205385010858667
V68,1.0229154969989955
V69,1.0242989682441204
V70,1.0183058244482903
V71,1.024759414373353
V72,1.0209197611823477
V73,1.0248221004974254
V74,1.0237794886250084
V75,1.022693505491284
V76,1.0210556876240706
V77,1.021695206922671
V78,1.02195112620858
V79,1.0240984749376727
V80,1.0222288111382845
V81,1.0238215725717148
V82,1.0247862086602115
V83,1.0222602624740402
V84,1.0242018750171964
V85,1.0187408498423962
V86,1.021979985123178
V87,1.0218687254285088
V88,1.0218530129058756
V89,1.0218701998295334
V90,1.0184057667984379
V91,1.0220808961765477
V92,0.9941976817789719
V93,1.0243904807288744
V94,1.0227107737825942
V95,1.0211563829476253
V96,1.0218637007536
V97,1.0223607690914527
V98,1.0232542319355722
V99,1.0219036534226336
V100,1.0237358996160746
V101,1.0220484192319468
V102,1.0195680157381044
V103,1.0236777776896473
V104,1.02439403302711
V105,1.02103241460313
V106,1.0247709166122236
V107,1.0244568758263681
V108,1.0236784021048604
V109,1.0236650923607233
V110,1.0244301867230279
V111,1.023726930462156
V112,1.0216262542939494
V113,1.021885152268132
V114,1.0225540748575677
V115,1.0245662660635648
V116,1.0249690943530094
V117,1.0238130150843399
V118,1.0242758309443358
V119,1.0237128255106993
V120,1.0237901448315903
V121,1.0246724589126595
V122,1.022168749425006
