Tract index,P_i
1,0.99999867402248
2,0.9679168776041037
3,0.9998225624926073
4,0.9998593455044454
5,0.9758552275097117
6,0.9999999748151399
7,0.9995438928943797
8,0.9787470409855752
9,0.9254093217422011
10,0.9697036619118574
11,0.9752797582955015
12,0.9999999859436529
13,0.999657213832814
14,0.9993811531548852
15,0.9530588964173822
16,0.9968867687454717
17,0.9999996700710245
18,0.9991232297763705
19,0.9999601444896558
20,0.9968600532752818
21,0.9988412872412061
22,0.9995746852470174
23,0.9912340571895638
24,0.9778057559516674
25,0.9997685596457512
26,0.9998399634883371
27,0.9997196438225704
28,0.9995087413244359
29,0.9998817243854674
30,0.9999491270140856
31,0.9999998680585607
32,0.9999816371517853
33,0.9932020673435468
34,0.9993264570256566
35,0.9999848937355598
36,0.945927441601728
37,0.9887926449142991
38,0.9950178450560763
39,0.9999999745987441
40,0.9999993248042328
41,0.9999999999987139
42,0.9999384939894442
43,0.9857375271100269
44,0.993065628482368
45,0.9999999999088516
46,0.9999194133366486
47,0.999999992500122
48,0.9999027398541808
49,0.9985151583919651
50,0.9999908011798163
51,0.9999999998719957
52,1.0
53,0.9999981121859192
54,0.9999470023671391
55,0.9999933786763407
56,0.9999925009779157
57,0.9999958539116217
58,0.9999918215103906
59,0.9999934821578225
60,0.9999846329550868
61,0.9991284920662165
62,0.9995963505798721
63,0.9969539708862172
64,0.9996615683687524
65,0.9999998160248991
66,0.9999999999985221
67,0.9996022908874619
68,0.9982486476948312
69,0.9999991818330586
70,0.9999999999580993
71,1.0
72,1.0
73,0.9999999843707138
74,0.9999995535970002
75,0.9994302150971017
76,0.9991076892600846
77,0.9998414665613681
78,0.9995938191358377
79,0.9999999999796643
80,0.9999985717133807
81,1.0
82,1.0
83,0.9999995832516164
84,0.9999999966475315
85,0.9999999999999929
86,0.9999974410749657
87,0.9999603432356172
88,0.9955241623533598
89,0.9998782774810989
90,0.9995612103037538
91,0.9988328831633584
92,0.9999379274272634
93,1.0
94,0.999970272839426
95,0.9999636206314504
96,0.9999512362736975
97,0.9999233941762512
98,0.9998591701935223
99,0.9999966382993452
100,0.9999976079189328
101,0.9999999907092061
102,0.9999649626655741
103,0.9997921985327622
104,0.9999872133289984
105,0.9999996927293014
106,0.99999964555215
107,0.9999973013804817
108,0.999790717232711
109,0.9998176417139253
110,0.9999999999986571
111,0.9999294244186463
112,0.9992249000596197
113,0.9993087229809111
114,0.9994952027363494
115,0.9999166680277157
116,0.9999995692955469
117,0.9988944681220701
118,0.9999540535764607
119,0.9999525822621076
120,0.9999878550467363
121,0.9999870139487179
122,0.9972363621111852
whole GM,411.9119830316754
