Tract,probability
V0,0.006326013340854816
V1,0.9897519295251346
V2,0.9946904171177847
V3,0.9870244706759964
V4,0.9911940520597764
V5,0.986240647344176
V6,0.9946904171177847
V7,0.9880446245827093
V8,0.9946904171177847
V9,0.9832944612480057
V10,0.9916330781489102
V11,0.9912422161442874
V12,0.9946904171177847
V13,0.9874153326806193
V14,0.9746935255762723
V15,0.9904726716494938
V16,0.9903928168820578
V17,0.9946904171177845
V18,0.9830154708091651
V19,0.9824727080019713
V20,0.9705079110183998
V21,0.9912422161442872
V22,0.9762987608085818
V23,0.9946904171177847
V24,0.9864244021446901
V25,0.9928589397637979
V26,0.9934219636370083
V27,0.9938140771176627
V28,0.9906279918309757
V29,0.9904726716494938
V30,0.9946904171177849
V31,0.9946904171177847
V32,0.994289980600151
V33,0.9946904171177847
V34,0.9933032169272284
V35,0.99326094726844
V36,0.9770475388601709
V37,0.9946904171177847
V38,0.9809366779690812
V39,0.9946600223174346
V40,0.9946904171177847
V41,0.9946904171177847
V42,0.9808755648931375
V43,0.9946904171177845
V44,0.9841831301482074
V45,0.9931118855265745
V46,0.9903700635010614
V47,0.9946904171177847
V48,0.9706360817794306
V49,0.9946904171177849
V50,0.9870244706755356
V51,0.9946904171177852
V52,0.9946904171177849
V53,0.9934278110863387
V54,0.9946932508432469
V55,0.9905231102275811
V56,0.9940583163875345
V57,0.9940114811623665
V58,0.9946904171177847
V59,0.9898451023232455
V60,0.9938662980901487
V61,0.9934278110810792
V62,0.9946904171177847
V63,0.9903700635010616
V64,0.9927507994276177
V65,0.9771496217754899
V66,0.9946904171177849
V67,0.9946904171177847
V68,0.9946904171177847
V69,0.9946904171177847
V70,0.988112275247603
V71,0.983528105617988
V72,0.9744910256624097
V73,0.991525417066211
V74,0.990900515332125
V75,0.9946904171177849
V76,0.9869218625275641
V77,0.9892210671402935
V78,0.9833750713184337
V79,0.9935634766018157
V80,0.9846885121174048
V81,0.9946904171177847
V82,0.9946267937462246
V83,0.9840081507973852
V84,0.9756037057793592
V85,0.9851985635174244
V86,0.9904726716494938
V87,0.9794922466606679
V88,0.9904726716494936
V89,0.9937272523822351
V90,0.9946904171177847
V91,0.9903700635010612
V92,0.986823272291931
V93,0.9946858114256273
V94,0.9934737030356372
V95,0.993221978466074
V96,0.9940831883842419
V97,0.9935211269028813
V98,0.9892671904913951
V99,0.9946904171177845
V100,0.9933312229631072
V101,0.9944737297723535
V102,0.9798855299124803
V103,0.9931305294072529
V104,0.9946904171177847
V105,0.9946904171177847
V106,0.9938475481605415
V107,0.9946904171177847
V108,0.9932804337912233
V109,0.9837659333230567
V110,0.9753562088806627
V111,0.9946904171177847
V112,0.9906279918309757
V113,0.9946904171177845
V114,0.9937480679760093
V115,0.9769827485136817
V116,0.9946326920076745
V117,0.9946904171177847
V118,0.9946904171177847
V119,0.98289909213564
V120,0.9932145194619574
V121,0.9946904171177847
V122,0.9768780508575938
