Tract,probability
V0,0.015803433059422133
V1,2.3647806936342324
V2,2.297887300019561
V3,2.071318200988627
V4,2.3471990810497667
V5,2.3659776893550624
V6,2.131738926985672
V7,2.366466495769742
V8,2.366046721521934
V9,2.365363890226798
V10,1.4628530525075802
V11,2.3656766312389985
V12,2.366850769117057
V13,2.366713847651116
V14,1.9672494487514636
V15,2.2282851469325373
V16,1.7726663347477942
V17,1.855234923167266
V18,2.359256518760299
V19,0.9897386361590086
V20,0.9540740209365159
V21,2.366826263328043
V22,2.3667235833202938
V23,1.6770098065752796
V24,0.0
V25,1.3252411923071001
V26,2.3085059927492675
V27,2.366037741535783
V28,1.951272771008118
V29,0.782422805580884
V30,1.8607002842800984
V31,0.9174677680389508
V32,2.0335861474009844
V33,2.2993237963915947
V34,2.2571041273299355
V35,1.7175241145799784
V36,2.3491849637596363
V37,2.3665096128088012
V38,1.5076739087422772
V39,2.3667202513898915
V40,2.365879718203097
V41,2.366376921394415
V42,2.3651667336446796
V43,2.213117959825777
V44,2.1206599951530634
V45,2.3668910298779813
V46,0.9246148103959323
V47,2.3666644974056514
V48,2.3404283801913572
V49,2.080929622643117
V50,0.967369205374025
V51,2.3667454267067445
V52,2.36645477267093
V53,2.36646869403047
V54,2.2171301953392577
V55,2.3665864409056105
V56,2.3668296160702544
V57,2.3665579951803974
V58,2.366302045399821
V59,1.5667669523246428
V60,2.3666301882518517
V61,2.2617466444518906
V62,0.8993759407903168
V63,2.184145262263084
V64,2.268987378801933
V65,2.29629218461362
V66,2.3668248003934464
V67,2.3665573070914903
V68,2.3657313016148276
V69,0.9979477323337388
V70,2.3667115299102286
V71,2.3673768354666875
V72,2.3665837657264106
V73,0.8589801559507694
V74,2.3664800567297872
V75,2.1366290420788667
V76,2.278040376021907
V77,2.366649013760639
V78,2.22611778398786
V79,2.3667921667281364
V80,2.068828031116173
V81,2.3629518986205946
V82,2.3665637116223204
V83,1.7876391275848833
V84,2.366554067024693
V85,2.3662020548895706
V86,0.9727888559937061
V87,2.3662510188876196
V88,2.3662963888824686
V89,1.7650704010509322
V90,2.1745572560177067
V91,1.5627437556787849
V92,0.938204524502646
V93,2.367052705179641
V94,0.9146222809949461
V95,1.936846429182877
V96,2.295546988916228
V97,2.2830686284155552
V98,2.3301403151951403
V99,2.3190718528853282
V100,2.364068756584926
V101,2.36389973976884
V102,2.366702847889776
V103,2.3668985510265728
V104,2.1117340318112725
V105,2.3669170678858062
V106,2.3580903804746587
V107,0.7212238204184952
V108,2.366395884810927
V109,0.948987301043897
V110,2.3664491031764463
V111,2.3663904541086267
V112,2.3660242422715982
V113,2.3667510076724647
V114,2.3663474306770915
V115,2.3667013483420853
V116,2.3658811897371654
V117,0.0
V118,2.366875203600096
V119,2.1989510229783513
V120,2.362906979481578
V121,2.3459924941668224
V122,2.3664659800064127
