Tract index,P_i
1,0.9997499602699023
2,0.7240748191350729
3,0.9429941228905572
4,0.9765183513341976
5,0.8117250327287071
6,0.9999534728718951
7,0.9717840924110175
8,0.7644038729758599
9,0.7436190120472841
10,0.7736485421294625
11,0.8563782360172466
12,0.9999520345118441
13,0.9781016088937899
14,0.9803659222698563
15,0.7651241931114572
16,0.9142103073711987
17,0.9990606299979771
18,0.9504877513201343
19,0.9153393323021422
20,0.8762901209854086
21,0.9822172016445876
22,0.9848721629220165
23,0.9342849651354733
24,0.8457307296843598
25,0.9799207761853012
26,0.9579899051305387
27,0.9775019572223329
28,0.9754809797509182
29,0.9914054034851439
30,0.9956845475190341
31,0.9999112368680685
32,0.9974205867633648
33,0.8964101296259953
34,0.9383028528244972
35,0.9892316295091574
36,0.8230772633166572
37,0.8626684035231239
38,0.8322140679036684
39,0.9998231492054006
40,0.9997664495146966
41,0.9999996061920087
42,0.9986768333629172
43,0.8360908351530004
44,0.9080529975169164
45,0.9999957886666665
46,0.9895551853420674
47,0.9995023124387752
48,0.9550898875709478
49,0.901144819477463
50,0.9945574375348175
51,0.9999945065360859
52,0.9999999999998899
53,0.9919475995770762
54,0.9981737974675662
55,0.9991546935959464
56,0.9980844097880867
57,0.9989427399707271
58,0.9990635494294907
59,0.9971303922726711
60,0.9897566542161996
61,0.8788709973945699
62,0.9876806091541523
63,0.9007875767888863
64,0.975244351678245
65,0.9940644625504237
66,0.9999974934130966
67,0.980912670289857
68,0.9626620866701188
69,0.9999049567872899
70,0.9998895293017901
71,0.9999999999998792
72,0.9999999988475885
73,0.99999661869542
74,0.9997079521894099
75,0.9262193762614712
76,0.9737992176084375
77,0.9739935520928954
78,0.9300556513385676
79,0.9994541553609181
80,0.989508608827867
81,1.0
82,1.0
83,0.9887627321225558
84,0.9997095608632905
85,0.999999995884302
86,0.9411466875078395
87,0.9365429226664511
88,0.9179048510192267
89,0.9726516914473898
90,0.9542964061349336
91,0.9355574365997075
92,0.8380924066237421
93,1.0
94,0.9962044383262302
95,0.9867599119180435
96,0.9988565367912464
97,0.9982966371095809
98,0.9958337280291316
99,0.9997290928901085
100,0.9959246201370587
101,0.9999827335564098
102,0.9980642306904797
103,0.9905513088246252
104,0.9984362907571805
105,0.9999678908490037
106,0.9999515813008796
107,0.9997480385914694
108,0.9942424701918723
109,0.9376377755650886
110,0.9999991485881151
111,0.9925650767041707
112,0.9761055597939876
113,0.9708102337914841
114,0.8718799134642296
115,0.997709606273473
116,0.9998772507224771
117,0.9742017408549746
118,0.9990938706585674
119,0.9930647818926379
120,0.9989116730324253
121,0.9985480911322638
122,0.9157678897987162
whole GM,248.7905067403887
