Tract,Z_i,time,P_i
V0,206.19158014434825,8.86385703086853,0.9612372855164452
V1,209.7887880703802,17.60013246536255,0.9780069828039702
V2,206.6496912283308,15.070234537124634,0.9633729374888685
V3,212.16266678156907,9.95474886894226,0.9890736845911674
V4,200.55474307244708,10.87000322341919,0.9349591127506147
V5,212.61244480939507,9.308242082595825,0.9911704889817722
V6,204.57893572363514,13.834388971328735,0.953719355131585
V7,207.37400831906103,13.821820735931396,0.9667496058943355
V8,212.9638339976288,12.623443841934204,0.9928086178967412
V9,213.72213068404028,10.795007705688477,0.996343694585867
V10,209.81731525589188,13.594473123550415,0.9781399726881619
V11,212.62941392029762,7.548996686935425,0.9912495966838917
V12,207.36033167101203,9.051329135894775,0.9666858472091535
V13,212.3530303022497,15.244107723236084,0.9899611336021905
V14,205.59468158045624,18.971596240997314,0.9584546250659916
V15,213.02555039195158,8.496992826461792,0.9930963313878022
V16,212.5424223552018,7.015017509460449,0.9908440537619305
V17,210.6713745993208,9.89122486114502,0.9821214819446158
V18,212.38067220354236,6.638773202896118,0.9900899964109748
V19,212.8759383136861,9.52682614326477,0.9923988600948828
V20,212.6648510687292,7.7568159103393555,0.9914147998815245
V21,212.3123345365423,12.64631462097168,0.9897714154413753
V22,213.25053396623127,20.036539793014526,0.9941451744107568
V23,213.27071698977446,11.442768573760986,0.994239264939335
V24,206.78124330475154,12.155389308929443,0.9639862154935
V25,210.36213447572675,11.156002521514893,0.9806798462737109
V26,212.28653534925172,8.873085021972656,0.9896511431162766
V27,205.75215475829398,12.125401020050049,0.9591887437429056
V28,209.26886490837578,8.225743532180786,0.9755831712760098
V29,211.02433763929648,17.536935567855835,0.983766947943743
V30,210.4056552700264,7.533463478088379,0.9808827343360984
V31,205.51978770875482,7.526379585266113,0.9581054799559647
V32,204.9128415131614,6.690069198608398,0.95527597880418
V33,210.21468328982434,7.727917909622192,0.9799924487690029
V34,212.28542334360014,10.567209005355835,0.9896459590961859
V35,206.0417842581375,11.569893598556519,0.9605389573357215
V36,205.07797339981454,11.77425503730774,0.9560458013467278
V37,213.49444674236517,8.442226648330688,0.9952822628149952
V38,208.69250865967987,13.608430624008179,0.9728962763232719
V39,205.54176140785853,10.618411779403687,0.9582079183720457
V40,209.12373683415186,9.773470163345337,0.9749066038040424
V41,207.8697048453168,13.9508695602417,0.9690604761199986
V42,211.64238870477612,12.900362014770508,0.9866482184984198
V43,209.15292152410774,6.469781160354614,0.9750426588851092
V44,212.52110410817014,5.210445880889893,0.9907446709748431
V45,206.47929351973613,10.555267095565796,0.9625785663959603
V46,210.0635281089405,4.540433883666992,0.9792877837401845
V47,210.35709147176718,8.904922246932983,0.9806563364706745
V48,208.88602207405856,15.572272777557373,0.973798409713094
V49,210.4540605002321,9.158754348754883,0.9811083929786829
V50,211.01652746130713,8.31485104560852,0.9837305379492872
V51,207.62332192356592,5.366617441177368,0.9679118722306661
V53,211.84896868758136,4.744939565658569,0.9876112664646594
V54,204.57187216027842,7.936487197875977,0.9536864257536621
V55,207.70109608236527,5.481280326843262,0.9682744448499518
V56,210.13891458953654,8.402624130249023,0.9796392253263155
V57,210.62303415367785,13.765291690826416,0.9818961253189089
V58,209.9672109490071,12.731070756912231,0.9788387661551881
V59,206.70580372766483,9.342532634735107,0.9636345263787041
V60,210.49845733325307,10.175581932067871,0.9813153650152168
V61,212.36527006973506,4.868242263793945,0.9900181937443396
V62,204.172052263611,13.926382303237915,0.9518225194200524
V63,212.39594969354135,5.37845253944397,0.9901612180050179
V64,210.37271470122394,19.357685089111328,0.9807291698553525
V65,211.38339764698432,8.235064029693604,0.985440837182507
V66,207.87736908490834,7.6048924922943115,0.9690962057693634
V67,211.6433706900943,7.664439678192139,0.9866527963812848
V68,211.54699718909998,8.421806573867798,0.9862035161418753
V69,206.8912220852657,6.883912801742554,0.9644989217076521
V70,203.7465970536984,10.73001480102539,0.9498391047200005
V71,189.43829827117133,10.938045740127563,0.8831357491685952
