Tract,Z_i,time,P_i
V0,84.56396790838464,15.263071298599243,0.3630414284764222
V1,84.997749184873,8.693841218948364,0.9919110809328359
V2,84.9977879740916,13.381854772567749,0.991911533597243
V3,84.9977497540929,14.41195273399353,0.9919110875755472
V4,84.99781034162146,8.204883575439453,0.9919117946229871
V5,84.99774879629389,20.93685817718506,0.9919110763981756
V6,84.9977519850785,19.183366060256958,0.9919111136108172
V7,84.99785921120603,6.713589668273926,0.9919123649237648
V8,84.99774880517091,14.309129476547241,0.991911076501769
V9,84.99774876986335,14.741721391677856,0.991911076089735
V10,84.99774594635866,16.909607410430908,0.9919110431398556
V11,84.99774876985211,15.17182731628418,0.9919110760896038
V12,84.99774881367252,9.511715650558472,0.9919110766009814
V13,84.99779010114263,18.854576349258423,0.991911558419612
V14,84.99774875182175,16.728512287139893,0.9919110758791921
V15,84.99776460094712,19.73283052444458,0.9919112608361261
V16,84.99774917450154,11.79084300994873,0.9919110808118025
V17,84.9977489872915,10.4241943359375,0.9919110786270892
V18,84.99774876688521,9.458361148834229,0.9919110760549805
V19,84.99775719987721,17.00408148765564,0.9919111744667419
V20,84.99774878831367,10.487157583236694,0.9919110763050475
V21,84.99774882595061,14.630588054656982,0.9919110767442649
V22,84.99780159765552,15.967565059661865,0.9919116925822062
V23,84.99777809075975,22.742410898208618,0.9919114182602315
V24,84.99774876647322,9.713706016540527,0.9919110760501727
V25,84.99778339275947,25.175658702850342,0.991911480133779
V26,84.99783489287009,24.968061208724976,0.9919120811324041
V27,84.99774899810508,10.44536828994751,0.991911078753282
V28,84.99775559023145,15.323938846588135,0.9919111556824155
V29,84.99774879133531,13.813283443450928,0.9919110763403096
V30,84.99774904420886,8.696655511856079,0.9919110792913063
V31,84.99774944948405,10.69364881515503,0.9919110840208074
V32,84.99774863570748,16.098313093185425,0.991911074524156
V33,84.9977721418106,10.209573984146118,0.9919113488368805
V34,84.99774877412467,8.757081031799316,0.991911076139464
V35,84.99774887901843,9.966062784194946,0.9919110773635585
V36,84.99774876365191,14.434566736221313,0.9919110760172485
V37,84.99774876894777,18.326386213302612,0.9919110760790504
V38,84.99774878036949,10.129693508148193,0.9919110762123401
V39,84.99774888065309,12.873297214508057,0.9919110773826348
V40,84.99780798899008,13.637762546539307,0.991911767168129
V41,84.99775370003279,20.682605743408203,0.9919111336240785
V42,84.99774882036553,10.157710075378418,0.991911076679088
V43,84.99774875260418,8.525348663330078,0.9919110758883231
V44,84.99776718755675,16.53120756149292,0.9919112910214755
