size,alg,BE,BE time,approx Z,alg time,error
14,MBR,42.89645723989341,0.023212909698486328,41.034047009802386,0.006833791732788086,1.8624102300910224
14,GBR,42.89645723989341,0.023212909698486328,42.87498444636301,0.04183602333068848,0.02147279353039977
