Tract index,P_i
1,0.9999997210657232
2,0.9935313620665751
3,0.9999238690935425
4,0.9999673946761273
5,0.994707646517924
6,0.9999999949413407
7,0.9998885802424552
8,0.995143715317543
9,0.9713100222874184
10,0.9930156736623634
11,0.9915369728777764
12,0.9999999980227514
13,0.9999576508258596
14,0.9998550036362607
15,0.9858518735395451
16,0.9994411410565822
17,0.9999999228271536
18,0.999813300753872
19,0.9999963845817903
20,0.9991300832815934
21,0.9996427087702647
22,0.9998762406579756
23,0.998587237781892
24,0.9959563899214389
25,0.9999620431869986
26,0.9999668903865326
27,0.9999594313371757
28,0.9998919936668742
29,0.9999676229602217
30,0.9999847232291317
31,0.9999999723750509
32,0.9999947241579412
33,0.9982190467462275
34,0.999922566048944
35,0.9999968374229754
36,0.9870205473087346
37,0.9958674780410717
38,0.998715507282185
39,0.9999999962358146
40,0.9999998655493362
41,0.9999999999997371
42,0.9999889611189515
43,0.9955600784190419
44,0.9985565515606889
45,0.9999999999796643
46,0.99998838327369
47,0.9999999975242417
48,0.9999873003201806
49,0.9996939776115547
50,0.9999989473951698
51,0.9999999999769926
52,1.0
53,0.9999996097184203
54,0.9999854557908032
55,0.9999975840578069
56,0.999998505724542
57,0.9999995097531518
58,0.9999992419176738
59,0.9999989670253704
60,0.9999980722337477
61,0.9998121841437633
62,0.9999321952106413
63,0.9993976617730453
64,0.9999138314891866
65,0.9999999639084514
66,0.99999999999946
67,0.9999098854346983
68,0.9994678120066873
69,0.9999999103707222
70,0.9999999999851497
71,1.0
72,1.0
73,0.9999999973320257
74,0.9999999434516071
75,0.9999041695743612
76,0.9998514056395308
77,0.9999733948509492
78,0.9999492742534104
79,0.9999999999866702
80,0.9999998069623688
81,1.0
82,1.0
83,0.9999999135710491
84,0.9999999992672883
85,1.0
86,0.9999994765608042
87,0.9999950242165612
88,0.9987624775998679
89,0.9999585301103914
90,0.999902384100642
91,0.999762215865706
92,0.9999929471752745
93,1.0
94,0.999994832495077
95,0.9999928851655834
96,0.9999852231824595
97,0.9999724115665327
98,0.9999562732976819
99,0.9999993913893808
100,0.9999994321743464
101,0.9999999981454621
102,0.9999919325823388
103,0.9999082138680707
104,0.9999961417644948
105,0.999999929925617
106,0.9999999017831674
107,0.9999991489706017
108,0.9999638864349293
109,0.9999600459374032
110,0.99999999999946
111,0.999976151185585
112,0.9996679732787088
113,0.9997766637150466
114,0.9999130645541267
115,0.9999856282565645
116,0.999999873346014
117,0.9996493896196271
118,0.9999829313272417
119,0.9999790335789235
120,0.9999968024313864
121,0.9999943869484659
122,0.9991289926306984
whole GM,455.1543678638779
