size,alg,BE,BE time,approx Z,alg time,error
289,MBR,284.91296788360177,2.4690639972686768,275.0504539727307,0.23204684257507324,9.862513910871087
289,GBR,284.91296788360177,2.4690639972686768,280.29653404897334,16.592366933822632,4.616433834628424
