Tract,probability
V0,0.00845623297796863
V1,1.2761432253860614
V2,1.2731626971469547
V3,1.2752897402173495
V4,1.2760811000378016
V5,1.2755185163524725
V6,1.2761266925816253
V7,1.2759713385491844
V8,1.2752800072934576
V9,1.2749902822852126
V10,1.2502084683539476
V11,1.2753184459812943
V12,1.2759153659365559
V13,1.2760010176517718
V14,1.2758257303021183
V15,1.2751730745744585
V16,1.2754591457692712
V17,1.2755635316305876
V18,1.2292082194712048
V19,1.2753435728564577
V20,1.2755659432735809
V21,1.2761077297825645
V22,1.2761836481459718
V23,1.2755344844584018
V24,1.274661979417714
V25,1.275639477179423
V26,1.2761349505309743
V27,1.2762078739126084
V28,0.6508546182182505
V29,1.2759898910687961
V30,1.2761376384854266
V31,1.2760333212646102
V32,1.2761219777705688
V33,1.2757862773756734
V34,1.275689483924022
V35,1.276110467884318
V36,1.2432786163674072
V37,1.2725877308122753
V38,1.2732166094857622
V39,1.2762293949494126
V40,1.27623471513645
V41,1.2756990246653221
V42,1.276115092918605
V43,1.2713418548183055
V44,1.2754794355139514
V45,1.2761734145678756
V46,1.2759489255587697
V47,1.2761602002575498
V48,1.275590494268586
V49,1.2755916864621022
V50,1.2760568645309438
V51,1.2761435286232616
V52,1.2760823887439723
V53,1.276125971426089
V54,1.275938468286069
V55,1.2759857471595684
V56,1.2391041735472972
V57,1.275761140442945
V58,1.2762528587137565
V59,1.2758056797859603
V60,1.2759917963250447
V61,1.2757712321630836
V62,1.2759574110011866
V63,1.2153711276294994
V64,1.244764318777313
V65,1.2750508119281518
V66,1.276111916184582
V67,1.275600404465525
V68,1.2756870139447063
V69,1.2761980559346848
V70,1.275923321629658
V71,1.276143174034493
V72,1.2761444267321593
V73,1.2621095459056082
V74,1.2758503785068402
V75,1.2657626189490905
V76,1.2757886825986595
V77,1.034737428168514
V78,1.2496770221272548
V79,1.276191611064576
V80,1.275903303558566
V81,1.2735875878600242
V82,1.2760122326839074
V83,1.2756867991202379
V84,1.2761242076451826
V85,1.276148827728802
V86,1.2753361384863184
V87,0.9334631035241662
V88,1.2758238189884996
V89,1.2754617390539893
V90,1.2760071994478615
V91,1.27459402208246
V92,1.2732437613329133
V93,1.2760181374518869
V94,1.27606991873716
V95,1.2756971988938177
V96,1.2760130311831592
V97,1.2760128953279664
V98,1.2761633335126223
V99,1.275918340933539
V100,1.2759970755545496
V101,1.2761431650958728
V102,1.2753496972893001
V103,1.2760555849085156
V104,1.275962822040302
V105,1.2759944020144312
V106,1.2762473222371988
V107,1.2761186097905681
V108,1.2755292574777697
V109,1.2755540368925236
V110,1.2761435767399825
V111,1.2760996037230334
V112,1.2759366133063785
V113,1.2749771591579626
V114,1.245754943749603
V115,1.2757226274730393
V116,1.2755886130705771
V117,1.2750710374524075
V118,1.2760722032250325
V119,1.276120896790444
V120,1.2761211982334821
V121,1.2760151320909645
V122,1.2760020494618405
