size,alg,BE,BE time,approx Z,alg time,error
10,MBR,23.63693085467668,0.009791851043701172,23.636930854676677,0.002398967742919922,3.552713678800501e-15
10,GBR,23.63693085467668,0.009791851043701172,23.63693085467668,0.00339508056640625,0.0
