Tract index,P_i
1,0.9999854145837777
2,0.7972459262690915
3,0.9966490208391595
4,0.998832533722779
5,0.9199443423648874
6,0.9999994485098533
7,0.9959935688921348
8,0.9278401637134408
9,0.8818231083438215
10,0.9054348263017027
11,0.8933975988972434
12,0.9999994708352183
13,0.99742236762862
14,0.9985704332849157
15,0.8749820631805841
16,0.9810307415699492
17,0.9999948289045739
18,0.9959495671962794
19,0.9990515222260766
20,0.976500972140815
21,0.9935421425742368
22,0.9978722090665549
23,0.9786186479078087
24,0.9103664983783895
25,0.9989232301588642
26,0.9985394827977015
27,0.998905169926693
28,0.9967061237631637
29,0.997488286281296
30,0.999443254336701
31,0.9999978795643393
32,0.9998251567941175
33,0.98199117151018
34,0.997615753931876
35,0.9994618629809795
36,0.8932708080964961
37,0.9352559109715399
38,0.9725011697850464
39,0.9999988581147132
40,0.999990448881946
41,0.9999999999575699
42,0.9993455119171386
43,0.9217428949154891
44,0.9682973168474246
45,0.9999999983298267
46,0.9990273378727067
47,0.9999995197727339
48,0.9988228609358006
49,0.9913717540760131
50,0.9998039774394161
51,0.9999999909582336
52,1.0
53,0.9998277635823404
54,0.9998936214127604
55,0.9999327949442008
56,0.9999014306387896
57,0.9999250674703491
58,0.9998755899006384
59,0.9998764466070035
60,0.9998294210504923
61,0.9903072624962707
62,0.997291096929393
63,0.9745418747670426
64,0.9979460946304693
65,0.9999843018207162
66,0.9999999999608633
67,0.9978839014117513
68,0.9956869815133601
69,0.9999949066346192
70,0.9999999984206269
71,1.0
72,0.9999999999999929
73,0.9999998606061107
74,0.9999887379763355
75,0.9851359087765305
76,0.9932043910636398
77,0.9982007553021586
78,0.9981999142400397
79,0.9999999976804617
80,0.9999217391149997
81,1.0
82,1.0
83,0.9999465257629024
84,0.9999998659140968
85,0.9999999999998934
86,0.9998343758070153
87,0.9992218460878769
88,0.9847345635772079
89,0.9986063941855905
90,0.9964374907938367
91,0.9898244092734546
92,0.9963386582733402
93,1.0
94,0.9997823739803425
95,0.9996875757758472
96,0.999817611285154
97,0.9997096009756451
98,0.9995699682362728
99,0.9999750723033388
100,0.9999434263405005
101,0.9999998356946798
102,0.9998279566566626
103,0.9988114466432529
104,0.9999171465224042
105,0.9999978299851041
106,0.9999978017847477
107,0.999968385646401
108,0.998764633629259
109,0.99786114276878
110,0.9999999999556834
111,0.9995906757624196
112,0.9970975907946584
113,0.9970072379219481
114,0.9924889233471251
115,0.9995999579454564
116,0.9999970064545198
117,0.9967125549628416
118,0.9998540989961343
119,0.9993799241405737
120,0.9999060685819777
121,0.9999249801262401
122,0.9798398351800631
whole GM,345.42369784186263
