Tract,Z_i,time,P_i
V1,253.20736637047338,9.651830196380615,0.9978348432792469
V2,253.1013149452703,8.070962905883789,0.9974169178106322
V3,253.1645274047908,11.442014455795288,0.9976660242862576
V4,253.19573830612845,17.993934869766235,0.9977890196212326
V5,253.14120069420449,8.818647146224976,0.9975740988224144
V6,253.19966132088297,12.333008527755737,0.9978044793642443
V7,252.96841733192588,6.594144105911255,0.9968931973869947
V8,253.186826853948,16.917799472808838,0.9977539015375159
V9,253.11298860708013,21.85928702354431,0.9974629211582815
V10,253.12946223176127,14.917555332183838,0.9975278401096437
V11,253.1345988388317,10.15924334526062,0.9975480823545064
V12,253.03419882647424,12.629096508026123,0.9971524278677039
V13,253.15187601261988,7.187540292739868,0.9976161679171279
V14,253.13957078085957,23.353198528289795,0.9975676756904559
V15,253.11050961669991,12.309866428375244,0.9974531519994574
V16,253.15578826730038,15.188559770584106,0.9976315852570417
V17,253.2225061860777,10.477148056030273,0.9978945059808001
V18,253.15000068505648,11.576409101486206,0.9976087776614172
V19,253.1776406362914,16.238914251327515,0.997717700663161
V20,253.15361361001777,5.710195064544678,0.997623015408384
V21,253.0184479846296,16.882816076278687,0.997090357245396
V22,253.16595232960503,8.575444459915161,0.9976716396032568
V23,253.0842078231215,15.54090929031372,0.9973495023843237
V24,253.0999216154267,15.853582382202148,0.9974114270025011
V25,253.060064419,10.653661489486694,0.9972543585099053
V26,253.1342115206942,24.790658473968506,0.9975465560184501
V27,253.1850479940097,13.846008539199829,0.9977468914396139
V28,253.1624388114692,10.612330913543701,0.9976577935968445
V29,253.12051942246885,12.389578342437744,0.997492598454408
V30,253.0089415740013,15.935778617858887,0.99705289456058
V31,253.19601483419248,4.523729085922241,0.9977901093578441
V32,253.12623164801764,13.04619550704956,0.9975151090857808
V33,253.1573297165348,16.823136568069458,0.9976376597712917
V34,253.1594907856826,11.063450574874878,0.9976461760720824
V35,253.16358617453875,20.90047788619995,0.9976623151037227
V36,253.05487230220618,16.787309169769287,0.9972338975133651
V37,253.1346125509752,7.6873650550842285,0.9975481363910644
V38,253.13146962737486,13.081165552139282,0.9975357508166511
V39,253.16946383385059,19.6757550239563,0.9976854776733681
V40,253.19139367799363,11.335110425949097,0.9977718983921146
V41,253.64946306844323,6.119869232177734,0.9995770496599553
V42,253.17587770291257,14.00715446472168,0.9977107533283461
V43,252.9738627506256,13.947019815444946,0.9969146565909377
V44,253.14042119563717,12.38607907295227,0.9975710269890713
V45,253.11641055396052,9.534367322921753,0.9974764063024069
V46,253.19497619633043,21.451141595840454,0.9977860163132255
V47,253.192881212448,18.37383198738098,0.9977777604400099
V48,253.14516881361348,13.063894748687744,0.9975897363130031
V49,253.11571852930106,8.573283195495605,0.9974736791846002
V50,253.18714429946442,22.557759046554565,0.9977551525208569
V51,253.0741444474074,7.721984624862671,0.9973098448219374
V52,252.60078934121995,8.508126258850098,0.995444455892032
V53,253.13737111414142,19.834144353866577,0.9975590072850835
V54,253.18067662670964,8.245253562927246,0.9977296648372947
V55,253.19527807011252,8.132166862487793,0.9977872059317676
V56,253.1591800476311,10.117263078689575,0.9976449515213935
V57,253.14957940207844,9.738882541656494,0.9976071174773539
V58,253.1607980114214,7.982929706573486,0.9976513275627712
V59,253.19877215287755,17.40955662727356,0.9978009753476351
V60,253.03897153627162,25.663990259170532,0.9971712360730138
V61,253.1662288040113,8.15732717514038,0.9976727291284148
V62,253.14947500513307,15.502964735031128,0.9976067060718283
V63,253.15403493276426,5.303254842758179,0.9976246757491661
V64,253.1418129036095,7.704206228256226,0.9975765114057624
V65,253.13648746388665,8.104164600372314,0.9975555250127226
V66,253.2318512757363,12.03353762626648,0.9979313329349624
V67,253.1749868938822,10.156233072280884,0.9977072428448166
V68,253.1412876542031,8.917654275894165,0.997574441512747
V69,253.20880866340005,9.425649881362915,0.997840527040178
V70,253.15108465014848,17.67067289352417,0.9976130493307339
V71,253.05134645125423,9.567830801010132,0.9972200029060221
V72,253.2086739657961,9.796271562576294,0.9978399962263851
V73,253.12453019068207,7.6523120403289795,0.9975084040146048
V74,253.15387300427315,8.256019353866577,0.9976240376244035
V75,253.15914685986272,9.473450660705566,0.9976448207356579
V76,253.1596483715439,12.015310287475586,0.9976467970834908
V77,253.13802767188685,15.192972660064697,0.9975615946355402
V78,253.10576980442818,7.517839193344116,0.9974344734360998
V79,253.16981433718144,15.381971597671509,0.9976868589303245
V80,253.14776063248553,11.01560664176941,0.9975999501042331
V81,253.24791341458197,6.752604722976685,0.997994630310657
V82,253.36181095811654,9.235698461532593,0.998443475615325
V83,253.1513916059817,13.822181701660156,0.9976142589765279
V84,253.12960526717538,8.551805257797241,0.9975284037809226
V85,252.82455556897813,12.153489112854004,0.996326269648112
V86,253.08863210518837,23.47287678718567,0.9973669375121643
V87,253.12602141817268,12.444851398468018,0.9975142806159484
V88,253.05524862350228,9.818178653717041,0.997235380513275
V89,253.16099473169075,9.66155481338501,0.9976521027943213
V90,253.11451263215707,17.634241580963135,0.9974689270077385
V91,253.19092797013508,13.471379280090332,0.9977700631393147
V92,253.05782094207993,15.348315715789795,0.9972455174581103
V93,253.97951523039575,12.502618312835693,1.000877713033287
V94,253.18544280136095,6.722159147262573,0.9977484472890236
V95,253.13643499081667,13.520277976989746,0.9975553182278319
V96,253.18514345227533,17.256030082702637,0.997747267619758
V97,253.1218050883289,15.972381353378296,0.9974976649823307
V98,253.06628833918856,11.829845666885376,0.9972788856179233
V99,253.13417382071555,7.323024749755859,0.9975464074510808
V100,253.1247911117843,9.66231656074524,0.9975094322475939
V101,253.20667545573644,5.971553564071655,0.997832120535402
V102,253.11269197626922,20.00447106361389,0.997461752201142
V103,253.18840999747624,13.669297218322754,0.9977601403598576
V104,253.1241513369536,14.244735717773438,0.9975069110349329
V105,253.196376287731,11.510764837265015,0.9977915337671736
V106,253.11605378086878,13.56097674369812,0.9974750003376943
V107,253.0300585782754,13.446171998977661,0.9971361120552066
V108,253.2098626998667,7.552683115005493,0.9978446807673289
V109,253.04747028968012,9.788244724273682,0.9972047278011456
V110,253.16432442222816,7.364583253860474,0.9976652243763795
V111,253.17350943526796,7.439946889877319,0.997701420503603
V112,253.19643820370936,14.483994722366333,0.9977917777645006
V113,253.10045238019256,17.96720600128174,0.9974135186303418
V114,253.15116210249178,18.18776774406433,0.9976133545534767
V115,253.15655751345622,11.183934688568115,0.9976346166878738
V116,253.03982047510232,17.9439115524292,0.9971745815552453
V117,253.14270374907824,8.258061170578003,0.9975800220328878
V118,253.20024716595339,18.84956979751587,0.9978067880515167
V119,253.18413611371372,7.734618902206421,0.9977432979188359
V120,253.18057074518225,16.788262128829956,0.9977292475813563
V121,253.19590092657674,8.645992517471313,0.997789660472847
V122,253.14577085866915,12.186035871505737,0.9975921088408738
whole GM,253.7567895888885,20.776512384414673,N/A
